Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
SLC35E1,current symbol,MGI:2142403,Slc35e1,"solute carrier family 35, member E1",protein coding gene
SLC35E4,current symbol,MGI:2144150,Slc35e4,"solute carrier family 35, member E4",protein coding gene
SLC35F2,current symbol,MGI:1919272,Slc35f2,"solute carrier family 35, member F2",protein coding gene
SLC35F3,current symbol,MGI:2444426,Slc35f3,"solute carrier family 35, member F3",protein coding gene
SLC35F5,current symbol,MGI:1921400,Slc35f5,"solute carrier family 35, member F5",protein coding gene
C2orf18,human synonym,MGI:1922169,Slc35f6,"solute carrier family 35, member F6",protein coding gene
TMEM20,old symbol,MGI:2444789,Slc35g1,"solute carrier family 35, member G1",protein coding gene
TMEM22,old symbol,MGI:2685365,Slc35g2,"solute carrier family 35, member G2",protein coding gene
AMAC1,old symbol,MGI:1927128,Slc35g3,"solute carrier family 35, member G3",protein coding gene
SLC36A1,current symbol,MGI:2445299,Slc36a1,"solute carrier family 36 (proton/amino acid symporter), member 1",protein coding gene
SLC36A2,current symbol,MGI:1891430,Slc36a2,"solute carrier family 36 (proton/amino acid symporter), member 2",protein coding gene
SLC36A3,current symbol,MGI:2665001,Slc36a3,"solute carrier family 36 (proton/amino acid symporter), member 3",protein coding gene
SLC36A4,current symbol,MGI:2442595,Slc36a4,"solute carrier family 36 (proton/amino acid symporter), member 4",protein coding gene
SLC37A1,current symbol,MGI:2446181,Slc37a1,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1",protein coding gene
SLC37A1,old symbol,MGI:1929693,Slc37a2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2",protein coding gene
SLC37A3,current symbol,MGI:1919394,Slc37a3,"solute carrier family 37 (glycerol-3-phosphate transporter), member 3",protein coding gene
SLC37A4,current symbol,MGI:1316650,Slc37a4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",protein coding gene
NAT2,synonym,MGI:2145895,Slc38a1,"solute carrier family 38, member 1",protein coding gene
SLC38A10,current symbol,MGI:1919305,Slc38a10,"solute carrier family 38, member 10",protein coding gene
SLC38A11,current symbol,MGI:2443383,Slc38a11,"solute carrier family 38, member 11",protein coding gene
SLC38A2,current symbol,MGI:1915010,Slc38a2,"solute carrier family 38, member 2",protein coding gene
SLC38A3,current symbol,MGI:1923507,Slc38a3,"solute carrier family 38, member 3",protein coding gene
SLC38A5,current symbol,MGI:2148066,Slc38a5,"solute carrier family 38, member 5",protein coding gene
SLC38A6,current symbol,MGI:3648156,Slc38a6,"solute carrier family 38, member 6",protein coding gene
SLC38A7,current symbol,MGI:2679005,Slc38a7,"solute carrier family 38, member 7",protein coding gene
SLC38A9,current symbol,MGI:1918839,Slc38a9,"solute carrier family 38, member 9",protein coding gene
SLC39A1,current symbol,MGI:1353474,Slc39a1,"solute carrier family 39 (zinc transporter), member 1",protein coding gene
SLC39A11,current symbol,MGI:1917056,Slc39a11,"solute carrier family 39 (metal ion transporter), member 11",protein coding gene
SLC39A12,current symbol,MGI:2139274,Slc39a12,"solute carrier family 39 (zinc transporter), member 12",protein coding gene
SLC39A13,current symbol,MGI:1915677,Slc39a13,"solute carrier family 39 (metal ion transporter), member 13",protein coding gene
SLC39A14,current symbol,MGI:2384851,Slc39a14,"solute carrier family 39 (zinc transporter), member 14",protein coding gene
SLC39A2,current symbol,MGI:2684326,Slc39a2,"solute carrier family 39 (zinc transporter), member 2",protein coding gene
SLC39A3,current symbol,MGI:2147269,Slc39a3,"solute carrier family 39 (zinc transporter), member 3",protein coding gene
SLC39A4,current symbol,MGI:1919277,Slc39a4,"solute carrier family 39 (zinc transporter), member 4",protein coding gene
SLC39A5,current symbol,MGI:1919336,Slc39a5,"solute carrier family 39 (metal ion transporter), member 5",protein coding gene
SLC39A6,current symbol,MGI:2147279,Slc39a6,"solute carrier family 39 (metal ion transporter), member 6",protein coding gene
SLC39A7,current symbol,MGI:95909,Slc39a7,"solute carrier family 39 (zinc transporter), member 7",protein coding gene
SLC39A8,current symbol,MGI:1914797,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",protein coding gene
SLC39A9,current symbol,MGI:1914820,Slc39a9,"solute carrier family 39 (zinc transporter), member 9",protein coding gene
SLC3A1,current symbol,MGI:1195264,Slc3a1,"solute carrier family 3, member 1",protein coding gene
SLC3A2,current symbol,MGI:96955,Slc3a2,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",protein coding gene
SLC39A1,rat synonym,MGI:1315204,Slc40a1,"solute carrier family 40 (iron-regulated transporter), member 1",protein coding gene
SLC41A1,current symbol,MGI:2444823,Slc41a1,"solute carrier family 41, member 1",protein coding gene
SLC41A2,current symbol,MGI:2442940,Slc41a2,"solute carrier family 41, member 2",protein coding gene
SLC41A3,current symbol,MGI:1918949,Slc41a3,"solute carrier family 41, member 3",protein coding gene
SLC43A1,current symbol,MGI:1931352,Slc43a1,"solute carrier family 43, member 1",protein coding gene
SLC43A2,current symbol,MGI:2442746,Slc43a2,"solute carrier family 43, member 2",protein coding gene
SLC43A3,current symbol,MGI:1931054,Slc43a3,"solute carrier family 43, member 3",protein coding gene
SLC44A1,current symbol,MGI:2140592,Slc44a1,"solute carrier family 44, member 1",protein coding gene
SLC44A2,current symbol,MGI:1915932,Slc44a2,"solute carrier family 44, member 2",protein coding gene
SLC44A3,current symbol,MGI:2384860,Slc44a3,"solute carrier family 44, member 3",protein coding gene
SLC44A4,current symbol,MGI:1917379,Slc44a4,"solute carrier family 44, member 4",protein coding gene
SLC44A5,current symbol,MGI:3035141,Slc44a5,"solute carrier family 44, member 5",protein coding gene
SLC45A2,current symbol,MGI:2153040,Slc45a2,"solute carrier family 45, member 2",protein coding gene
SLC45A3,current symbol,MGI:1922082,Slc45a3,"solute carrier family 45, member 3",protein coding gene
SLC46A1,current symbol,MGI:1098733,Slc46a1,"solute carrier family 46, member 1",protein coding gene
SLC46A2,current symbol,MGI:1353616,Slc46a2,"solute carrier family 46, member 2",protein coding gene
SLC46A3,current symbol,MGI:1918956,Slc46a3,"solute carrier family 46, member 3",protein coding gene
SLC47A1,current symbol,MGI:1914723,Slc47a1,"solute carrier family 47, member 1",protein coding gene
SLC47A1,human symbol,MGI:3588190,Slc47a2,"solute carrier family 47, member 2",protein coding gene
SLC4A1,current symbol,MGI:109393,Slc4a1,"solute carrier family 4 (anion exchanger), member 1",protein coding gene
SLC4A10,current symbol,MGI:2150150,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",protein coding gene
SLC4A11,current symbol,MGI:2138987,Slc4a11,"solute carrier family 4, sodium bicarbonate transporter-like, member 11",protein coding gene
SLC4A2,current symbol,MGI:109351,Slc4a2,"solute carrier family 4 (anion exchanger), member 2",protein coding gene
SLC4A3,current symbol,MGI:109350,Slc4a3,"solute carrier family 4 (anion exchanger), member 3",protein coding gene
SLC4A4,current symbol,MGI:1927555,Slc4a4,"solute carrier family 4 (anion exchanger), member 4",protein coding gene
SLC4A5,current symbol,MGI:2443220,Slc4a5,"solute carrier family 4, sodium bicarbonate cotransporter, member 5",protein coding gene
SLC4A7,current symbol,MGI:2443878,Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",protein coding gene
SLC4A8,current symbol,MGI:1928745,Slc4a8,"solute carrier family 4 (anion exchanger), member 8",protein coding gene
SLC4A9,current symbol,MGI:2443384,Slc4a9,"solute carrier family 4, sodium bicarbonate cotransporter, member 9",protein coding gene
RAG1AP1,old symbol,MGI:107417,Slc50a1,"solute carrier family 50 (sugar transporter), member 1",protein coding gene
OSTalpha,synonym,MGI:2146634,Slc51a,"solute carrier family 51, alpha subunit",protein coding gene
OSTbeta,human synonym,MGI:3582052,Slc51b,"solute carrier family 51, beta subunit",protein coding gene
GPR172A,human synonym,MGI:1289288,Slc52a2,"solute carrier protein 52, member 2",protein coding gene
C20orf54,human synonym,MGI:1916948,Slc52a3,"solute carrier protein family 52, member 3",protein coding gene
SLC5A1,current symbol,MGI:107678,Slc5a1,"solute carrier family 5 (sodium/glucose cotransporter), member 1",protein coding gene
SLC5A10,current symbol,MGI:1926089,Slc5a10,"solute carrier family 5 (sodium/glucose cotransporter), member 10",protein coding gene
SLC5A11,current symbol,MGI:1919316,Slc5a11,"solute carrier family 5 (sodium/glucose cotransporter), member 11",protein coding gene
SLC5A12,current symbol,MGI:2138890,Slc5a12,"solute carrier family 5 (sodium/glucose cotransporter), member 12",protein coding gene
SLC5A2,current symbol,MGI:2181411,Slc5a2,"solute carrier family 5 (sodium/glucose cotransporter), member 2",protein coding gene
SLC5A4,human symbol,MGI:1927848,Slc5a4a,"solute carrier family 5, member 4a",protein coding gene
SLC5A5,current symbol,MGI:2149330,Slc5a5,"solute carrier family 5 (sodium iodide symporter), member 5",protein coding gene
SLC5A6,current symbol,MGI:2660847,Slc5a6,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",protein coding gene
SLC5A7,current symbol,MGI:1927126,Slc5a7,"solute carrier family 5 (choline transporter), member 7",protein coding gene
SLC5A8,current symbol,MGI:2384916,Slc5a8,"solute carrier family 5 (iodide transporter), member 8",protein coding gene
SLC5A9,current symbol,MGI:2140201,Slc5a9,"solute carrier family 5 (sodium/glucose cotransporter), member 9",protein coding gene
SLC6A1,current symbol,MGI:95627,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",protein coding gene
SLC6A11,current symbol,MGI:95630,Slc6a11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",protein coding gene
SLC6A12,current symbol,MGI:95628,Slc6a12,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",protein coding gene
SLC6A13,current symbol,MGI:95629,Slc6a13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",protein coding gene
SLC6A14,current symbol,MGI:1890216,Slc6a14,"solute carrier family 6 (neurotransmitter transporter), member 14",protein coding gene
SLC6A15,current symbol,MGI:2143484,Slc6a15,"solute carrier family 6 (neurotransmitter transporter), member 15",protein coding gene
SLC6A16,current symbol,MGI:2685930,Slc6a16,"solute carrier family 6, member 16",protein coding gene
SLC6A17,current symbol,MGI:2442535,Slc6a17,"solute carrier family 6 (neurotransmitter transporter), member 17",protein coding gene
SLC6A18,current symbol,MGI:1336892,Slc6a18,"solute carrier family 6 (neurotransmitter transporter), member 18",protein coding gene
SLC6A19,current symbol,MGI:1921588,Slc6a19,"solute carrier family 6 (neurotransmitter transporter), member 19",protein coding gene
SLC6A2,current symbol,MGI:1270850,Slc6a2,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",protein coding gene
SIT1,human synonym,MGI:2143217,Slc6a20a,"solute carrier family 6 (neurotransmitter transporter), member 20A",protein coding gene
SIT1,synonym,MGI:1336891,Slc6a20b,"solute carrier family 6 (neurotransmitter transporter), member 20B",protein coding gene
SLC6A3,current symbol,MGI:94862,Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",protein coding gene
SLC6A4,current symbol,MGI:96285,Slc6a4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",protein coding gene
SLC6A5,current symbol,MGI:105090,Slc6a5,"solute carrier family 6 (neurotransmitter transporter, glycine), member 5",protein coding gene
SLC6A6,current symbol,MGI:98488,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",protein coding gene
SLC6A7,current symbol,MGI:2147363,Slc6a7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",protein coding gene
SLC6A8,current symbol,MGI:2147834,Slc6a8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",protein coding gene
SLC6A9,current symbol,MGI:95760,Slc6a9,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9",protein coding gene
SLC7A1,current symbol,MGI:88117,Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",protein coding gene
SLC7A10,current symbol,MGI:1858261,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",protein coding gene
SLC7A11,current symbol,MGI:1347355,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",protein coding gene
SLC7A13,current symbol,MGI:1921337,Slc7a13,"solute carrier family 7, (cationic amino acid transporter, y+ system) member 13",protein coding gene
SLC7A14,current symbol,MGI:3040688,Slc7a14,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14",protein coding gene
SLC7A2,current symbol,MGI:99828,Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",protein coding gene
SLC7A1,synonym,MGI:1100521,Slc7a3,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",protein coding gene
SLC7A4,current symbol,MGI:2146512,Slc7a4,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4",protein coding gene
SLC7A5,current symbol,MGI:1298205,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",protein coding gene
SLC7A6,current symbol,MGI:2142598,Slc7a6,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6",protein coding gene
SLC7A7,current symbol,MGI:1337120,Slc7a7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",protein coding gene
SLC7A8,current symbol,MGI:1355323,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",protein coding gene
SLC7A9,current symbol,MGI:1353656,Slc7a9,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",protein coding gene
SLC8A1,current symbol,MGI:107956,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",protein coding gene
SLC8A2,current symbol,MGI:107996,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",protein coding gene
SLC8A3,current symbol,MGI:107976,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",protein coding gene
SLC24A6,old symbol,MGI:2180781,Slc8b1,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",protein coding gene
SLC9A1,current symbol,MGI:102462,Slc9a1,"solute carrier family 9 (sodium/hydrogen exchanger), member 1",protein coding gene
SLC9A2,current symbol,MGI:105075,Slc9a2,"solute carrier family 9 (sodium/hydrogen exchanger), member 2",protein coding gene
SLC9A3,current symbol,MGI:105064,Slc9a3,"solute carrier family 9 (sodium/hydrogen exchanger), member 3",protein coding gene
SLC9A4,current symbol,MGI:105074,Slc9a4,"solute carrier family 9 (sodium/hydrogen exchanger), member 4",protein coding gene
SLC9A5,current symbol,MGI:2685542,Slc9a5,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",protein coding gene
SLC9A8,current symbol,MGI:1924281,Slc9a8,"solute carrier family 9 (sodium/hydrogen exchanger), member 8",protein coding gene
SLC9A9,current symbol,MGI:2679732,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",protein coding gene
NHEDC1,old symbol,MGI:1921696,Slc9b1,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1",protein coding gene
NHEDC2,old symbol,MGI:2140077,Slc9b2,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2",protein coding gene
SLC9A10,old symbol,MGI:2685456,Slc9c1,"solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1",protein coding gene
SLCO1A2,human symbol,MGI:1351891,Slco1a1,"solute carrier organic anion transporter family, member 1a1",protein coding gene
SLCO1A2,human symbol,MGI:1351896,Slco1a4,"solute carrier organic anion transporter family, member 1a4",protein coding gene
SLCO1A2,rat synonym,MGI:1351865,Slco1a5,"solute carrier organic anion transporter family, member 1a5",protein coding gene
SLCO1A2,human symbol,MGI:1351906,Slco1a6,"solute carrier organic anion transporter family, member 1a6",protein coding gene
LST-3TM12,human synonym,MGI:1351899,Slco1b2,"solute carrier organic anion transporter family, member 1b2",protein coding gene
SLCO1C1,current symbol,MGI:1889679,Slco1c1,"solute carrier organic anion transporter family, member 1c1",protein coding gene
SLCO2A1,current symbol,MGI:1346021,Slco2a1,"solute carrier organic anion transporter family, member 2a1",protein coding gene
SLCO2B1,current symbol,MGI:1351872,Slco2b1,"solute carrier organic anion transporter family, member 2b1",protein coding gene
SLCO3A1,current symbol,MGI:1351867,Slco3a1,"solute carrier organic anion transporter family, member 3a1",protein coding gene
SLCO4A1,current symbol,MGI:1351866,Slco4a1,"solute carrier organic anion transporter family, member 4a1",protein coding gene
SLCO4C1,current symbol,MGI:2442784,Slco4c1,"solute carrier organic anion transporter family, member 4C1",protein coding gene
SLCO5A1,current symbol,MGI:2443431,Slco5a1,"solute carrier organic anion transporter family, member 5A1",protein coding gene
SLCO6A1,human symbol,MGI:1915104,Slco6b1,"solute carrier organic anion transporter family, member 6b1",pseudogene
SLCO6A1,human symbol,MGI:1921691,Slco6c1,"solute carrier organic anion transporter family, member 6c1",protein coding gene
SLCO6A1,human symbol,MGI:1918116,Slco6d1,"solute carrier organic anion transporter family, member 6d1",protein coding gene
SLITRK1,current symbol,MGI:2679446,Slitrk1,"SLIT and NTRK-like family, member 1",protein coding gene
SLITRK2,current symbol,MGI:2679449,Slitrk2,"SLIT and NTRK-like family, member 2",protein coding gene
SLITRK3,current symbol,MGI:2679447,Slitrk3,"SLIT and NTRK-like family, member 3",protein coding gene
SLITRK4,current symbol,MGI:2442509,Slitrk4,"SLIT and NTRK-like family, member 4",protein coding gene
SLITRK5,current symbol,MGI:2679448,Slitrk5,"SLIT and NTRK-like family, member 5",protein coding gene
SLITRK6,current symbol,MGI:2443198,Slitrk6,"SLIT and NTRK-like family, member 6",protein coding gene
SLMAP,current symbol,MGI:1933549,Slmap,sarcolemma associated protein,protein coding gene
MET,human synonym,MGI:1913910,Sltm,"SAFB-like, transcription modulator",protein coding gene
C12orf69,human synonym,MGI:2443451,Smco3,single-pass membrane protein with coiled-coil domains 3,protein coding gene
C11orf75,human synonym,MGI:3039636,Smco4,single-pass membrane protein with coiled-coil domains 4,protein coding gene
C22orf32,human synonym,MGI:1916279,Smdt1,single-pass membrane protein with aspartate rich tail 1,protein coding gene
C4orf34,human synonym,MGI:1915802,Smim14,small integral membrane protein 14,protein coding gene
C8orf40,human synonym,MGI:2142501,Smim19,small integral membrane protein 19,protein coding gene
C6orf162,human synonym,MGI:1913541,Smim8,small integral membrane protein 8,protein coding gene
SMO,current symbol,MGI:108075,Smo,"smoothened, frizzled class receptor",protein coding gene
SMO,synonym,MGI:2445356,Smox,spermine oxidase,protein coding gene
SMPD2,current symbol,MGI:1278330,Smpd2,"sphingomyelin phosphodiesterase 2, neutral",protein coding gene
SMPD3,current symbol,MGI:1927578,Smpd3,"sphingomyelin phosphodiesterase 3, neutral",protein coding gene
SMPD4,current symbol,MGI:1924876,Smpd4,sphingomyelin phosphodiesterase 4,protein coding gene
SNX13,current symbol,MGI:2661416,Snx13,sorting nexin 13,protein coding gene
SNX14,current symbol,MGI:2155664,Snx14,sorting nexin 14,protein coding gene
SNX19,current symbol,MGI:1921581,Snx19,sorting nexin 19,protein coding gene
SOAT2,current symbol,MGI:1332226,Soat2,sterol O-acyltransferase 2,protein coding gene
C6orf174,human synonym,MGI:1914662,Soga3,SOGA family member 3,protein coding gene
SORCS1,current symbol,MGI:1929666,Sorcs1,sortilin-related VPS10 domain containing receptor 1,protein coding gene
SORCS2,current symbol,MGI:1932289,Sorcs2,sortilin-related VPS10 domain containing receptor 2,protein coding gene
SORCS3,current symbol,MGI:1913923,Sorcs3,sortilin-related VPS10 domain containing receptor 3,protein coding gene
SORL1,current symbol,MGI:1202296,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",protein coding gene
SPACA1,current symbol,MGI:1914902,Spaca1,sperm acrosome associated 1,protein coding gene
SPAM1,current symbol,MGI:109335,Spam1,sperm adhesion molecule 1,protein coding gene
SPEM1,current symbol,MGI:1921538,Spem1,sperm maturation 1,protein coding gene
SPINT1,current symbol,MGI:1338033,Spint1,"serine protease inhibitor, Kunitz type 1",protein coding gene
SPINT2,current symbol,MGI:1338031,Spint2,"serine protease inhibitor, Kunitz type 2",protein coding gene
SPN,current symbol,MGI:98384,Spn,sialophorin,protein coding gene
SPNS1,current symbol,MGI:1920908,Spns1,spinster homolog 1,protein coding gene
SPNS3,current symbol,MGI:1924827,Spns3,spinster homolog 3,protein coding gene
SPPL2A,current symbol,MGI:1913802,Sppl2a,signal peptide peptidase like 2A,protein coding gene
SPPL2B,current symbol,MGI:1920468,Sppl2b,signal peptide peptidase like 2B,protein coding gene
IMP5,human synonym,MGI:3045264,Sppl2c,signal peptide peptidase 2C,protein coding gene
SPPL3,current symbol,MGI:1891433,Sppl3,signal peptide peptidase 3,protein coding gene
C14orf147,human synonym,MGI:1913399,Sptssa,"serine palmitoyltransferase, small subunit A",protein coding gene
C3orf57,human synonym,MGI:1913433,Sptssb,"serine palmitoyltransferase, small subunit B",protein coding gene
SQLE,current symbol,MGI:109296,Sqle,squalene epoxidase,protein coding gene
SRD5A3,current symbol,MGI:1930252,Srd5a3,steroid 5 alpha-reductase 3,protein coding gene
C7orf45,human synonym,MGI:1922897,Ssmem1,serine-rich single-pass membrane protein 1,protein coding gene
SSPN,current symbol,MGI:1353511,Sspn,sarcospan,protein coding gene
SSTR1,current symbol,MGI:98327,Sstr1,somatostatin receptor 1,protein coding gene
SSTR2,current symbol,MGI:98328,Sstr2,somatostatin receptor 2,protein coding gene
SSTR3,current symbol,MGI:98329,Sstr3,somatostatin receptor 3,protein coding gene
SSTR4,current symbol,MGI:105372,Sstr4,somatostatin receptor 4,protein coding gene
SSTR5,current symbol,MGI:894282,Sstr5,somatostatin receptor 5,protein coding gene
ST14,current symbol,MGI:1338881,St14,suppression of tumorigenicity 14 (colon carcinoma),protein coding gene
ST3GAL5,current symbol,MGI:1339963,St3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",protein coding gene
ST6GALNAC6,current symbol,MGI:1355316,St6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",protein coding gene
ST7,current symbol,MGI:1927450,St7,suppression of tumorigenicity 7,protein coding gene
ST7L,current symbol,MGI:2386964,St7l,suppression of tumorigenicity 7-like,protein coding gene
STAB1,current symbol,MGI:2178742,Stab1,stabilin 1,protein coding gene
STAB2,current symbol,MGI:2178743,Stab2,stabilin 2,protein coding gene
STARD3,current symbol,MGI:1929618,Stard3,START domain containing 3,protein coding gene
STARD3NL,current symbol,MGI:1923455,Stard3nl,STARD3 N-terminal like,protein coding gene
STEAP1,current symbol,MGI:1917608,Steap1,six transmembrane epithelial antigen of the prostate 1,protein coding gene
STEAP2,current symbol,MGI:1921301,Steap2,six transmembrane epithelial antigen of prostate 2,protein coding gene
STEAP3,current symbol,MGI:1915678,Steap3,STEAP family member 3,protein coding gene
STEAP4,current symbol,MGI:1923560,Steap4,STEAP family member 4,protein coding gene
STIM1,current symbol,MGI:107476,Stim1,stromal interaction molecule 1,protein coding gene
STOM,current symbol,MGI:95403,Stom,stomatin,protein coding gene
STOML1,current symbol,MGI:1916356,Stoml1,stomatin-like 1,protein coding gene
STRA6,current symbol,MGI:107742,Stra6,stimulated by retinoic acid gene 6,protein coding gene
STRC,current symbol,MGI:2153816,Strc,stereocilin,protein coding gene
STS,current symbol,MGI:98438,Sts,steroid sulfatase,protein coding gene
STT3A,current symbol,MGI:105124,Stt3a,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",protein coding gene
STT3B,current symbol,MGI:1915542,Stt3b,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",protein coding gene
C1orf95,human synonym,MGI:2138735,Stum,mechanosensory transduction mediator,protein coding gene
STX17,current symbol,MGI:1914977,Stx17,syntaxin 17,protein coding gene
STX1A,current symbol,MGI:109355,Stx1a,syntaxin 1A (brain),protein coding gene
STX1B,current symbol,MGI:1930705,Stx1b,syntaxin 1B,protein coding gene
STX2,current symbol,MGI:108059,Stx2,syntaxin 2,protein coding gene
STX3,current symbol,MGI:103077,Stx3,syntaxin 3,protein coding gene
STX4,synonym,MGI:893577,Stx4a,syntaxin 4A (placental),protein coding gene
STX6,current symbol,MGI:1926235,Stx6,syntaxin 6,protein coding gene
STX7,current symbol,MGI:1858210,Stx7,syntaxin 7,protein coding gene
STX8,current symbol,MGI:1890156,Stx8,syntaxin 8,protein coding gene
SUCNR1,current symbol,MGI:1934135,Sucnr1,succinate receptor 1,protein coding gene
SUSD1,current symbol,MGI:3651543,Susd1,sushi domain containing 1,protein coding gene
SUSD2,current symbol,MGI:1918983,Susd2,sushi domain containing 2,protein coding gene
SUSD3,current symbol,MGI:1913579,Susd3,sushi domain containing 3,protein coding gene
SUSD4,current symbol,MGI:2138351,Susd4,sushi domain containing 4,protein coding gene
KIAA0247,human synonym,MGI:2444661,Susd6,sushi domain containing 6,protein coding gene
SV2A,current symbol,MGI:1927139,Sv2a,synaptic vesicle glycoprotein 2 a,protein coding gene
SV2B,current symbol,MGI:1927338,Sv2b,synaptic vesicle glycoprotein 2 b,protein coding gene
SV2C,current symbol,MGI:1922459,Sv2c,synaptic vesicle glycoprotein 2c,protein coding gene
SVOP,current symbol,MGI:1915916,Svop,SV2 related protein,protein coding gene
SVOPL,current symbol,MGI:2444335,Svopl,SV2 related protein homolog (rat)-like,protein coding gene
HERV-FRD,human synonym,MGI:3045308,Synb,syncytin b,protein coding gene
C20orf39,human synonym,MGI:3702158,Syndig1,synapse differentiation inducing 1,protein coding gene
C14orf49,human synonym,MGI:2442408,Syne3,"spectrin repeat containing, nuclear envelope family member 3",protein coding gene
C19orf46,human synonym,MGI:2141950,Syne4,"spectrin repeat containing, nuclear envelope family member 4",protein coding gene
SYNGR1,current symbol,MGI:1328323,Syngr1,synaptogyrin 1,protein coding gene
SYNGR2,current symbol,MGI:1328324,Syngr2,synaptogyrin 2,protein coding gene
SYNGR3,current symbol,MGI:1341881,Syngr3,synaptogyrin 3,protein coding gene
SYNGR4,current symbol,MGI:1928903,Syngr4,synaptogyrin 4,protein coding gene
SYNPR,current symbol,MGI:1919253,Synpr,synaptoporin,protein coding gene
SYP,current symbol,MGI:98467,Syp,synaptophysin,protein coding gene
SYPL1,human symbol,MGI:108081,Sypl,synaptophysin-like protein,protein coding gene
SYPL2,current symbol,MGI:1328311,Sypl2,synaptophysin-like 2,protein coding gene
SYT1,current symbol,MGI:99667,Syt1,synaptotagmin I,protein coding gene
SYT10,current symbol,MGI:1859546,Syt10,synaptotagmin X,protein coding gene
SYT2,current symbol,MGI:99666,Syt2,synaptotagmin II,protein coding gene
SYT3,current symbol,MGI:99665,Syt3,synaptotagmin III,protein coding gene
SYT5,current symbol,MGI:1926368,Syt5,synaptotagmin V,protein coding gene
SYT8,current symbol,MGI:1859867,Syt8,synaptotagmin VIII,protein coding gene
SYT9,current symbol,MGI:1926373,Syt9,synaptotagmin IX,protein coding gene
SYVN1,current symbol,MGI:1921376,Syvn1,"synovial apoptosis inhibitor 1, synoviolin",protein coding gene
TAAR1,current symbol,MGI:2148258,Taar1,trace amine-associated receptor 1,protein coding gene
TAAR2,current symbol,MGI:2685071,Taar2,trace amine-associated receptor 2,protein coding gene
TAAR2,human synonym,MGI:3527427,Taar3,trace amine-associated receptor 3,protein coding gene
TAAR2,"frog, western clawed symbol",MGI:2685072,Taar4,trace amine-associated receptor 4,protein coding gene
TAAR5,current symbol,MGI:2685073,Taar5,trace amine-associated receptor 5,protein coding gene
TAAR6,current symbol,MGI:2685074,Taar6,trace amine-associated receptor 6,protein coding gene
TAAR8,human symbol,MGI:2685076,Taar8a,trace amine-associated receptor 8A,protein coding gene
TAAR8,human symbol,MGI:2685995,Taar8b,trace amine-associated receptor 8B,protein coding gene
TAAR8,human symbol,MGI:3527452,Taar8c,trace amine-associated receptor 8C,protein coding gene
